29.7604,95.3698,Houston...
32.7767,96.7970,Dallas...
33.5779,101.8552,Lubbock...
36.1540,95.9928,Tulsa...
33.5186,86.8104,Birmingham...
35.0844,106.6504,Albuquerque...
36.8508,76.2859,Norfolk...
38.5816,121.4944,Sacramento...
